Z1Alter,Z2Geschlecht,Z3Schule,A1Socialmedia_TikTok,A1Socialmedia_Instagram,A1Socialmedia_Snapchat,A1Socialmedia_Facebook,A1Socialmedia_Whatsapp,A1Socialmedia_Telegramm,A1Socialmedia_Twitch,A2Sicherheitsgefuehl_TagDraussen,A2Sicherheitsgefuehl_AbendNachtDraussen,A2Sicherheitsgefuehl_Internet,A2Sicherheitsgefuehl_Zuhause,A2Sicherheitsgefuehl_Schule,A3Gewalterfahrung_OnlineBelaestigt,A3Gewalterfahrung_NichtOnlineBelaestigt,A3Gewalterfahrung_OnlineBeleidigt,A3Gewalterfahrung_NichtOnlineBeleidigt,A3Gewalterfahrung_OnlineBedroht,A3Gewalterfahrung_NichtOnlineBedroht,A3Gewalterfahrung_VerboteneBilder,A3Gewalterfahrung_KoerperlicheGewalt,B1UnsichrHandlung_meideOrt,B1UnsichrHandlung_nichtAlleine,B1UnsichrHandlung_sprecheEltern,B1UnsichrHandlung_sprecheKolleg,B1UnsichrHandlung_sprecheSchule,B1UnsichrHandlung_sprecheJugendarb,B1UnsichrHandlung_meldePolizei,B1UnsichrHandlung_macheNichts,B2BedrohTaeter_bekannt,B2BedrohTaeter_unbekannt,B2BedrohTaeter_weiblich,B2BedrohTaeter_maennlich,B2BedrohTaeter_JungerWieOpfer,B2BedrohTaeter_GleichAlt,B2BedrohTaeter_AlterWieOpfer,B3BedrohMache_Profil_geloescht,B3BedrohMache_Person_blockiert,B3BedrohMache_online_zurue_beleidigt,B3BedrohMache_Personlich_angesproch,B3BedrohMache_Eltern_gesprochen,B3BedrohMache_LPoderSS_gesprochen,B3BedrohMache_Kollegen_gesprochen,B3BedrohMache_Jugendarbeit_gesprochen,B3BedrohMache_Polizei_gesprochen,B3BedrohMache_nichtsgemacht,B4GewaltTaeter_FamilieVerwandt,B4GewaltTaeter_naheBekannte,B4GewaltTaeter_bekannte,B4GewaltTaeter_unbekannt,B4GewaltTaeter_weiblich,B4GewaltTaeter_männlich,B4GewaltTaeter_jüngerwieich,B4GewaltTaeter_gleichalt,B4GewaltTaeter_älterwieich,B5GewaltMache_mitElterngesprochen,B5GewaltMache_mitKollegengesprochen,B5GewaltMache_mitSSLPgesprochen,B5GewaltMache_mitJugendarbeitgesprochen,B5GewaltMache_beiPolizeigemeldet,B5GewaltMache_zurückgeschlagen_gewehrt,B5GewaltMache_nichtgemacht,E1Konsum_Alkohol,E1Konsum_Tabak,E1Konsum_Cannabis,E1Konsum_sonstiges,D1Bedarf_OrtezumTreffen,D1Bedarf_Jugendraum,D1Bedarf_StelleProbleme,D1Bedarf_InformationBeleidigungBelästigung,D1Bedarf_InformationBedrohungGewalt,D2Angebote_Jugendarbeit,D2Angebote_allgemeinPolizei,D2Angebote_JugenddienstPolizei
18,männlich,Berufswahlschule,keinen Account,mehrmals täglich,mehrmals täglich,selten,mehrmals täglich,einmal pro Tag,keinen Account,sicher,sicher,eher sicher,sicher,sicher,einmal,einmal,mehr als 3 mal,mehr als 3 mal,noch nie,einmal,2-3 mal,noch nie,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,jeden Monat,auch regelmässig unter der Woche,mehrmals ausprobiert,1 mal ausprobiert,braucht es mehr,braucht es mehr,braucht es eher weniger,braucht es eher mehr,braucht es eher weniger,möchte ich <b>nur online in Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>
17,männlich,Berufswahlschule,mehrmals täglich,selten,selten,selten,mehrmals täglich,keinen Account,selten,sicher,sicher,sicher,sicher,sicher,noch nie,mehr als 3 mal,einmal,mehr als 3 mal,noch nie,einmal,mehr als 3 mal,mehr als 3 mal,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,1 mal ausprobiert,noch nie,noch nie,noch nie,braucht es eher mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher mehr,braucht es eher mehr,möchte ich nur <b>direkt in Kontakt sein</b>,möchte ich nur <b>direkt in Kontakt sein</b>,kenne ich nicht
18,männlich,Berufswahlschule,mehrmals täglich,mehrmals täglich,mehrmals täglich,selten,mehrmals täglich,keinen Account,keinen Account,sicher,eher sicher,sicher,sicher,sicher,einmal,einmal,noch nie,mehr als 3 mal,noch nie,noch nie,mehr als 3 mal,einmal,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,jeden Monat,1 mal ausprobiert,noch nie,noch nie,braucht es mehr,braucht es mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher weniger,kenne ich nicht,möchte ich nur <b>direkt in Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>
16,männlich,Sekundarschule,keinen Account,mehrmals täglich,mehrmals täglich,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,eher sicher,eher sicher,sicher,sicher,einmal,mehr als 3 mal,einmal,mehr als 3 mal,noch nie,noch nie,2-3 mal,noch nie,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,noch nie,noch nie,noch nie,noch nie,braucht es eher mehr,braucht es eher mehr,braucht es mehr,braucht es eher mehr,braucht es mehr,kenne ich nicht,möchte ich nur <b>direkt in Kontakt sein</b>,möchte ich <b>nur online in Kontakt sein</b>
15,weiblich,Gymnasium,keinen Account,einmal pro Tag,selten,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,eher sicher,sicher,sicher,sicher,noch nie,noch nie,noch nie,noch nie,noch nie,noch nie,noch nie,noch nie,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 mal ausprobiert,noch nie,noch nie,noch nie,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,möchte ich nur <b>direkt in Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich nur <b>direkt in Kontakt sein</b>
16,weiblich,Gymnasium,keinen Account,mehrmals täglich,selten,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,eher sicher,eher sicher,sicher,sicher,einmal,2-3 mal,noch nie,mehr als 3 mal,noch nie,noch nie,noch nie,noch nie,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 mal ausprobiert,noch nie,noch nie,noch nie,braucht es mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich nur <b>direkt in Kontakt sein</b>,kenne ich nicht
15,weiblich,Sekundarschule,mehrmals täglich,mehrmals täglich,mehrmals täglich,selten,jede Woche,keinen Account,keinen Account,eher sicher,eher sicher,eher sicher,sicher,eher sicher,einmal,noch nie,mehr als 3 mal,mehr als 3 mal,mehr als 3 mal,2-3 mal,2-3 mal,einmal,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,mehrmals ausprobiert,mehrmals ausprobiert,mehrmals ausprobiert,1 mal ausprobiert,braucht es mehr,braucht es mehr,braucht es eher mehr,braucht es mehr,braucht es mehr,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich nur <b>direkt in Kontakt sein</b>,möchte ich nur <b>direkt in Kontakt sein</b>
16,männlich,Berufsschule,mehrmals täglich,mehrmals täglich,mehrmals täglich,keinen Account,mehrmals täglich,keinen Account,jede Woche,sicher,sicher,sicher,sicher,sicher,noch nie,noch nie,einmal,noch nie,noch nie,noch nie,noch nie,noch nie,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mehrmals ausprobiert,1 mal ausprobiert,1 mal ausprobiert,noch nie,braucht es mehr,braucht es eher weniger,braucht es eher weniger,braucht es eher weniger,braucht es eher weniger,kenne ich nicht,möchte ich <b>nicht im Kontakt sein</b>,kenne ich nicht
15,weiblich,Gymnasium,keinen Account,mehrmals täglich,mehrmals täglich,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,eher unsicher,eher sicher,sicher,sicher,noch nie,noch nie,einmal,einmal,noch nie,noch nie,mehr als 3 mal,noch nie,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mehrmals ausprobiert,noch nie,noch nie,noch nie,braucht es mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher mehr,braucht es eher mehr,kenne ich nicht,kenne ich nicht,kenne ich nicht
19,männlich,Gymnasium,keinen Account,mehrmals täglich,jede Woche,keinen Account,mehrmals täglich,selten,selten,sicher,unsicher,eher sicher,sicher,sicher,noch nie,noch nie,mehr als 3 mal,mehr als 3 mal,2-3 mal,einmal,2-3 mal,einmal,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,(fast) jedes Wochenende,noch nie,(fast) jedes Wochenende,1 mal ausprobiert,braucht es mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,kenne ich nicht
16,männlich,Berufsschule,keinen Account,mehrmals täglich,mehrmals täglich,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,unsicher,eher sicher,sicher,eher sicher,noch nie,mehr als 3 mal,mehr als 3 mal,mehr als 3 mal,2-3 mal,2-3 mal,2-3 mal,noch nie,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,noch nie,noch nie,noch nie,noch nie,braucht es mehr,braucht es weniger,braucht es eher mehr,braucht es mehr,braucht es mehr,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>
16,weiblich,Berufsschule,jede Woche,einmal pro Tag,mehrmals täglich,keinen Account,mehrmals täglich,keinen Account,keinen Account,eher sicher,eher sicher,eher sicher,sicher,sicher,2-3 mal,2-3 mal,2-3 mal,2-3 mal,einmal,einmal,noch nie,noch nie,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,noch nie,noch nie,noch nie,noch nie,braucht es mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher weniger,braucht es eher weniger,möchte ich <b>nur online in Kontakt sein</b>,möchte ich <b>nur online in Kontakt sein</b>,kenne ich nicht
15,männlich,Sekundarschule,mehrmals täglich,mehrmals täglich,einmal pro Tag,selten,mehrmals täglich,keinen Account,selten,sicher,sicher,sicher,sicher,sicher,noch nie,noch nie,mehr als 3 mal,mehr als 3 mal,noch nie,noch nie,mehr als 3 mal,noch nie,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mehrmals ausprobiert,noch nie,noch nie,noch nie,braucht es mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,braucht es mehr,kenne ich nicht,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>
18,weiblich,Berufsschule,mehrmals täglich,mehrmals täglich,selten,selten,mehrmals täglich,keinen Account,selten,sicher,eher sicher,sicher,sicher,sicher,2-3 mal,noch nie,2-3 mal,2-3 mal,noch nie,noch nie,noch nie,2-3 mal,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,jeden Monat,1 mal ausprobiert,1 mal ausprobiert,noch nie,braucht es eher mehr,braucht es eher weniger,braucht es eher mehr,braucht es eher weniger,braucht es eher mehr,möchte ich <b>nur online in Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>,kenne ich nicht
19,weiblich,Sonstiges,einmal pro Tag,mehrmals täglich,mehrmals täglich,selten,mehrmals täglich,selten,keinen Account,sicher,eher sicher,sicher,sicher,sicher,noch nie,mehr als 3 mal,noch nie,noch nie,noch nie,noch nie,noch nie,noch nie,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mehrmals ausprobiert,auch regelmässig unter der Woche,mehrmals ausprobiert,1 mal ausprobiert,braucht es mehr,braucht es mehr,braucht es mehr,braucht es eher mehr,braucht es eher mehr,kenne ich nicht,möchte ich <b>nur online in Kontakt sein</b>,kenne ich nicht
19,männlich,Berufsschule,selten,mehrmals täglich,einmal pro Tag,keinen Account,mehrmals täglich,keinen Account,mehrmals täglich,sicher,eher sicher,sicher,sicher,sicher,noch nie,noch nie,mehr als 3 mal,mehr als 3 mal,noch nie,noch nie,noch nie,noch nie,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeden Monat,mehrmals ausprobiert,mehrmals ausprobiert,noch nie,braucht es eher mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher weniger,braucht es eher weniger,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>
14,männlich,Sekundarschule,einmal pro Tag,einmal pro Tag,selten,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,sicher,eher sicher,sicher,sicher,noch nie,2-3 mal,noch nie,noch nie,noch nie,mehr als 3 mal,noch nie,noch nie,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,mehrmals ausprobiert,mehrmals ausprobiert,1 mal ausprobiert,noch nie,braucht es mehr,braucht es eher mehr,braucht es weniger,braucht es weniger,braucht es eher mehr,möchte ich <b>nicht im Kontakt sein</b>,kenne ich nicht,kenne ich nicht
17,männlich,Berufsschule,einmal pro Tag,mehrmals täglich,einmal pro Tag,keinen Account,mehrmals täglich,selten,jede Woche,sicher,sicher,sicher,sicher,sicher,einmal,noch nie,mehr als 3 mal,mehr als 3 mal,2-3 mal,einmal,mehr als 3 mal,mehr als 3 mal,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,(fast) jedes Wochenende,mehrmals ausprobiert,jeden Monat,noch nie,braucht es mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher weniger,braucht es eher weniger,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>
19,weiblich,Sonstiges,selten,mehrmals täglich,jede Woche,einmal pro Tag,mehrmals täglich,jede Woche,keinen Account,sicher,eher sicher,eher sicher,sicher,sicher,noch nie,einmal,noch nie,2-3 mal,noch nie,noch nie,noch nie,noch nie,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(fast) jedes Wochenende,mehrmals ausprobiert,mehrmals ausprobiert,noch nie,braucht es mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,möchte ich <b>nur online in Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>
19,weiblich,Sonstiges,jede Woche,mehrmals täglich,mehrmals täglich,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,sicher,eher sicher,sicher,sicher,noch nie,noch nie,noch nie,noch nie,noch nie,noch nie,einmal,noch nie,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeden Monat,mehrmals ausprobiert,noch nie,noch nie,braucht es mehr,braucht es mehr,braucht es mehr,braucht es mehr,braucht es mehr,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>
18,weiblich,Berufsschule,mehrmals täglich,mehrmals täglich,jede Woche,keinen Account,mehrmals täglich,keinen Account,keinen Account,eher sicher,eher unsicher,eher sicher,sicher,sicher,2-3 mal,mehr als 3 mal,2-3 mal,2-3 mal,einmal,noch nie,noch nie,noch nie,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mehrmals ausprobiert,mehrmals ausprobiert,noch nie,noch nie,braucht es mehr,braucht es mehr,braucht es mehr,braucht es mehr,braucht es mehr,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>
15,männlich,Gymnasium,keinen Account,mehrmals täglich,selten,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,eher sicher,eher sicher,sicher,sicher,noch nie,noch nie,noch nie,noch nie,noch nie,noch nie,einmal,noch nie,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mehrmals ausprobiert,1 mal ausprobiert,noch nie,noch nie,braucht es eher weniger,braucht es eher weniger,braucht es eher mehr,braucht es mehr,braucht es eher mehr,kenne ich nicht,möchte ich <b>nicht im Kontakt sein</b>,kenne ich nicht
19,weiblich,Gymnasium,mehrmals täglich,mehrmals täglich,einmal pro Tag,keinen Account,mehrmals täglich,selten,selten,sicher,eher unsicher,sicher,sicher,sicher,mehr als 3 mal,mehr als 3 mal,einmal,mehr als 3 mal,noch nie,einmal,mehr als 3 mal,mehr als 3 mal,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,jeden Monat,auch regelmässig unter der Woche,1 mal ausprobiert,noch nie,braucht es mehr,braucht es eher mehr,braucht es mehr,braucht es mehr,braucht es mehr,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>,kenne ich nicht
16,männlich,Gymnasium,keinen Account,mehrmals täglich,keinen Account,selten,mehrmals täglich,keinen Account,keinen Account,sicher,sicher,sicher,sicher,sicher,noch nie,noch nie,2-3 mal,mehr als 3 mal,noch nie,noch nie,mehr als 3 mal,einmal,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,mehrmals ausprobiert,jeden Monat,1 mal ausprobiert,noch nie,braucht es eher mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher mehr,braucht es eher mehr,möchte ich <b>nur online in Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,kenne ich nicht
16,weiblich,Gymnasium,selten,mehrmals täglich,mehrmals täglich,keinen Account,mehrmals täglich,keinen Account,keinen Account,sicher,eher unsicher,sicher,sicher,sicher,noch nie,einmal,einmal,mehr als 3 mal,noch nie,einmal,einmal,noch nie,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,mehrmals ausprobiert,noch nie,noch nie,noch nie,braucht es mehr,braucht es eher weniger,braucht es eher weniger,braucht es eher mehr,braucht es eher mehr,kenne ich nicht,möchte ich <b>nur online in Kontakt sein</b>,möchte ich nur <b>direkt in Kontakt sein</b>
14,männlich,Sekundarschule,jede Woche,selten,selten,keinen Account,einmal pro Tag,keinen Account,selten,sicher,eher sicher,sicher,sicher,sicher,einmal,2-3 mal,mehr als 3 mal,mehr als 3 mal,noch nie,noch nie,einmal,mehr als 3 mal,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,noch nie,noch nie,noch nie,noch nie,braucht es mehr,braucht es mehr,braucht es eher weniger,braucht es weniger,braucht es eher weniger,kenne ich nicht,möchte ich <b>nicht im Kontakt sein</b>,kenne ich nicht
15,weiblich,Gymnasium,einmal pro Tag,einmal pro Tag,mehrmals täglich,keinen Account,mehrmals täglich,keinen Account,keinen Account,eher sicher,eher unsicher,eher sicher,sicher,sicher,noch nie,noch nie,einmal,mehr als 3 mal,noch nie,2-3 mal,noch nie,noch nie,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,noch nie,noch nie,noch nie,noch nie,braucht es mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher weniger,kenne ich nicht,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,kenne ich nicht
18,weiblich,Berufsschule,mehrmals täglich,mehrmals täglich,mehrmals täglich,selten,mehrmals täglich,selten,selten,eher sicher,eher unsicher,eher sicher,sicher,sicher,noch nie,noch nie,noch nie,noch nie,einmal,noch nie,noch nie,noch nie,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mehrmals ausprobiert,noch nie,noch nie,noch nie,braucht es eher mehr,braucht es eher mehr,braucht es eher mehr,braucht es eher weniger,braucht es eher weniger,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>,möchte ich <b>nicht im Kontakt sein</b>
16,weiblich,Berufsschule,einmal pro Tag,einmal pro Tag,einmal pro Tag,keinen Account,mehrmals täglich,selten,keinen Account,sicher,eher unsicher,eher unsicher,sicher,sicher,noch nie,noch nie,noch nie,2-3 mal,noch nie,einmal,noch nie,noch nie,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,mehrmals ausprobiert,1 mal ausprobiert,noch nie,noch nie,braucht es eher mehr,braucht es eher mehr,braucht es mehr,braucht es eher mehr,braucht es eher mehr,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>,möchte ich <b>sowohl online wie auch direkt im Kontakt sein</b>
