Stand,Stand_Gemeindegrenzen,Gebietstyp_Code,Gebietstyp,Gebiet_Code,Gebiet_Bezeichnung,Total_Abschluss_gymnasial,Total_19_Jahre_alt,Maturitaetsquote_gymnasial
2025-11-27,2014,1,Kanton,1,Kanton Zürich,10001,55288,18.09
2025-11-27,2014,2,Bezirk,101,Bezirk Affoltern,488,2310,21.12
2025-11-27,2014,2,Bezirk,102,Bezirk Andelfingen,178,1456,12.22
2025-11-27,2014,2,Bezirk,103,Bezirk Bülach,705,5703,12.37
2025-11-27,2014,2,Bezirk,104,Bezirk Dielsdorf,376,3731,10.07
2025-11-27,2014,2,Bezirk,105,Bezirk Hinwil,637,4271,14.92
2025-11-27,2014,2,Bezirk,106,Bezirk Horgen,976,4522,21.58
2025-11-27,2014,2,Bezirk,107,Bezirk Meilen,1288,3831,33.62
2025-11-27,2014,2,Bezirk,108,Bezirk Pfäffikon,369,2548,14.48
2025-11-27,2014,2,Bezirk,109,Bezirk Uster,858,5132,16.72
2025-11-27,2014,2,Bezirk,110,Bezirk Winterthur,1258,6768,18.58
2025-11-27,2014,2,Bezirk,111,Bezirk Dietikon,445,3523,12.63
2025-11-27,2014,2,Bezirk,112,Bezirk Zürich,2423,11493,21.08
2025-11-27,2014,3,Gemeinde,1,Aeugst am Albis,25,85,29.41
2025-11-27,2014,3,Gemeinde,2,Affoltern am Albis,77,576,13.37
2025-11-27,2014,3,Gemeinde,3,Bonstetten,74,230,32.17
2025-11-27,2014,3,Gemeinde,4,Hausen am Albis,29,155,18.71
2025-11-27,2014,3,Gemeinde,5,Hedingen,54,206,26.21
2025-11-27,2014,3,Gemeinde,6,Kappel am Albis,NULL,35,NULL
2025-11-27,2014,3,Gemeinde,7,Knonau,8,105,7.62
2025-11-27,2014,3,Gemeinde,8,Maschwanden,NULL,33,NULL
2025-11-27,2014,3,Gemeinde,9,Mettmenstetten,36,206,17.48
2025-11-27,2014,3,Gemeinde,10,Obfelden,39,228,17.11
2025-11-27,2014,3,Gemeinde,11,Ottenbach,28,124,22.58
2025-11-27,2014,3,Gemeinde,12,Rifferswil,NULL,43,NULL
2025-11-27,2014,3,Gemeinde,13,Stallikon,40,124,32.26
2025-11-27,2014,3,Gemeinde,14,Wettswil am Albis,65,160,40.63
2025-11-27,2014,3,Gemeinde,21,Adlikon,NULL,20,NULL
2025-11-27,2014,3,Gemeinde,22,Benken (ZH),NULL,34,NULL
2025-11-27,2014,3,Gemeinde,23,Berg am Irchel,NULL,29,NULL
2025-11-27,2014,3,Gemeinde,24,Buch am Irchel,7,52,13.47
2025-11-27,2014,3,Gemeinde,25,Dachsen,19,112,16.97
2025-11-27,2014,3,Gemeinde,26,Dorf,NULL,46,NULL
2025-11-27,2014,3,Gemeinde,27,Feuerthalen,2,148,1.35
2025-11-27,2014,3,Gemeinde,28,Flaach,9,76,11.84
2025-11-27,2014,3,Gemeinde,29,Flurlingen,7,67,10.45
2025-11-27,2014,3,Gemeinde,30,Andelfingen,15,88,17.05
2025-11-27,2014,3,Gemeinde,31,Henggart,16,89,17.98
2025-11-27,2014,3,Gemeinde,32,Humlikon,NULL,30,NULL
2025-11-27,2014,3,Gemeinde,33,Kleinandelfingen,12,97,12.37
2025-11-27,2014,3,Gemeinde,34,Laufen-Uhwiesen,5,58,8.62
2025-11-27,2014,3,Gemeinde,35,Marthalen,13,115,11.30
2025-11-27,2014,3,Gemeinde,36,Oberstammheim,9,54,16.66
2025-11-27,2014,3,Gemeinde,37,Ossingen,5,55,9.09
2025-11-27,2014,3,Gemeinde,38,Rheinau,6,79,7.59
2025-11-27,2014,3,Gemeinde,39,Thalheim an der Thur,NULL,42,NULL
2025-11-27,2014,3,Gemeinde,40,Trüllikon,NULL,31,NULL
2025-11-27,2014,3,Gemeinde,41,Truttikon,NULL,25,NULL
2025-11-27,2014,3,Gemeinde,42,Unterstammheim,NULL,47,NULL
2025-11-27,2014,3,Gemeinde,43,Volken,NULL,15,NULL
2025-11-27,2014,3,Gemeinde,44,Waltalingen,NULL,47,NULL
2025-11-27,2014,3,Gemeinde,51,Bachenbülach,22,173,12.72
2025-11-27,2014,3,Gemeinde,52,Bassersdorf,57,452,12.61
2025-11-27,2014,3,Gemeinde,53,Bülach,107,791,13.52
2025-11-27,2014,3,Gemeinde,54,Dietlikon,18,278,6.47
2025-11-27,2014,3,Gemeinde,55,Eglisau,31,196,15.82
2025-11-27,2014,3,Gemeinde,56,Embrach,45,427,10.54
2025-11-27,2014,3,Gemeinde,57,Freienstein-Teufen,14,108,12.97
2025-11-27,2014,3,Gemeinde,58,Glattfelden,31,223,13.90
2025-11-27,2014,3,Gemeinde,59,Hochfelden,17,97,17.52
2025-11-27,2014,3,Gemeinde,60,Höri,8,127,6.30
2025-11-27,2014,3,Gemeinde,61,Hüntwangen,NULL,48,NULL
2025-11-27,2014,3,Gemeinde,62,Kloten,61,728,8.38
2025-11-27,2014,3,Gemeinde,63,Lufingen,8,76,10.53
2025-11-27,2014,3,Gemeinde,64,Nürensdorf,49,208,23.56
2025-11-27,2014,3,Gemeinde,65,Oberembrach,NULL,46,NULL
2025-11-27,2014,3,Gemeinde,66,Opfikon,45,598,7.53
2025-11-27,2014,3,Gemeinde,67,Rafz,36,215,16.74
2025-11-27,2014,3,Gemeinde,68,Rorbas,11,154,7.14
2025-11-27,2014,3,Gemeinde,69,Wallisellen,75,508,14.77
2025-11-27,2014,3,Gemeinde,70,Wasterkingen,NULL,26,NULL
2025-11-27,2014,3,Gemeinde,71,Wil (ZH),12,69,17.39
2025-11-27,2014,3,Gemeinde,72,Winkel,42,155,27.10
2025-11-27,2014,3,Gemeinde,81,Bachs,NULL,24,NULL
2025-11-27,2014,3,Gemeinde,82,Boppelsen,NULL,42,NULL
2025-11-27,2014,3,Gemeinde,83,Buchs (ZH),28,285,9.82
2025-11-27,2014,3,Gemeinde,84,Dällikon,14,162,8.64
2025-11-27,2014,3,Gemeinde,85,Dänikon,15,100,15.00
2025-11-27,2014,3,Gemeinde,86,Dielsdorf,18,237,7.60
2025-11-27,2014,3,Gemeinde,87,Hüttikon,NULL,29,NULL
2025-11-27,2014,3,Gemeinde,88,Neerach,14,108,12.96
2025-11-27,2014,3,Gemeinde,89,Niederglatt,26,224,11.61
2025-11-27,2014,3,Gemeinde,90,Niederhasli,44,457,9.63
2025-11-27,2014,3,Gemeinde,91,Niederweningen,26,149,17.45
2025-11-27,2014,3,Gemeinde,92,Oberglatt,14,283,4.95
2025-11-27,2014,3,Gemeinde,93,Oberweningen,14,89,15.73
2025-11-27,2014,3,Gemeinde,94,Otelfingen,19,116,16.38
2025-11-27,2014,3,Gemeinde,95,Regensberg,NULL,7,NULL
2025-11-27,2014,3,Gemeinde,96,Regensdorf,56,707,7.92
2025-11-27,2014,3,Gemeinde,97,Rümlang,30,313,9.59
2025-11-27,2014,3,Gemeinde,98,Schleinikon,5,51,9.80
2025-11-27,2014,3,Gemeinde,99,Schöfflisdorf,7,72,9.72
2025-11-27,2014,3,Gemeinde,100,Stadel,10,87,11.49
2025-11-27,2014,3,Gemeinde,101,Steinmaur,15,134,11.19
2025-11-27,2014,3,Gemeinde,102,Weiach,8,55,14.55
2025-11-27,2014,3,Gemeinde,111,Bäretswil,21,223,9.42
2025-11-27,2014,3,Gemeinde,112,Bubikon,63,304,20.73
2025-11-27,2014,3,Gemeinde,113,Dürnten,51,364,14.01
2025-11-27,2014,3,Gemeinde,114,Fischenthal,9,123,7.31
2025-11-27,2014,3,Gemeinde,115,Gossau (ZH),79,473,16.70
2025-11-27,2014,3,Gemeinde,116,Grüningen,26,144,18.06
2025-11-27,2014,3,Gemeinde,117,Hinwil,75,494,15.18
2025-11-27,2014,3,Gemeinde,118,Rüti (ZH),81,583,13.90
2025-11-27,2014,3,Gemeinde,119,Seegräben,15,56,26.79
2025-11-27,2014,3,Gemeinde,120,Wald (ZH),56,454,12.33
2025-11-27,2014,3,Gemeinde,121,Wetzikon (ZH),161,1053,15.28
2025-11-27,2014,3,Gemeinde,131,Adliswil,122,667,18.29
2025-11-27,2014,3,Gemeinde,132,Hirzel,14,100,14.00
2025-11-27,2014,3,Gemeinde,133,Horgen,118,710,16.62
2025-11-27,2014,3,Gemeinde,134,Hütten,8,54,14.81
2025-11-27,2014,3,Gemeinde,135,Kilchberg (ZH),90,239,37.66
2025-11-27,2014,3,Gemeinde,136,Langnau am Albis,65,297,21.89
2025-11-27,2014,3,Gemeinde,137,Oberrieden,59,192,30.73
2025-11-27,2014,3,Gemeinde,138,Richterswil,99,565,17.52
2025-11-27,2014,3,Gemeinde,139,Rüschlikon,67,210,31.90
2025-11-27,2014,3,Gemeinde,140,Schönenberg (ZH),13,100,13.00
2025-11-27,2014,3,Gemeinde,141,Thalwil,150,553,27.12
2025-11-27,2014,3,Gemeinde,142,Wädenswil,171,835,20.48
2025-11-27,2014,3,Gemeinde,151,Erlenbach (ZH),102,209,48.81
2025-11-27,2014,3,Gemeinde,152,Herrliberg,110,263,41.82
2025-11-27,2014,3,Gemeinde,153,Hombrechtikon,53,353,15.01
2025-11-27,2014,3,Gemeinde,154,Küsnacht (ZH),213,485,43.92
2025-11-27,2014,3,Gemeinde,155,Männedorf,118,386,30.57
2025-11-27,2014,3,Gemeinde,156,Meilen,179,484,36.98
2025-11-27,2014,3,Gemeinde,157,Oetwil am See,19,214,8.88
2025-11-27,2014,3,Gemeinde,158,Stäfa,153,564,27.13
2025-11-27,2014,3,Gemeinde,159,Uetikon am See,86,282,30.50
2025-11-27,2014,3,Gemeinde,160,Zumikon,77,195,39.49
2025-11-27,2014,3,Gemeinde,161,Zollikon,178,396,44.95
2025-11-27,2014,3,Gemeinde,171,Bauma,27,283,9.54
2025-11-27,2014,3,Gemeinde,172,Fehraltorf,44,264,16.67
2025-11-27,2014,3,Gemeinde,173,Hittnau,20,210,9.52
2025-11-27,2014,3,Gemeinde,174,Illnau-Effretikon,88,601,14.64
2025-11-27,2014,3,Gemeinde,175,Kyburg,NULL,18,NULL
2025-11-27,2014,3,Gemeinde,176,Lindau,28,248,11.29
2025-11-27,2014,3,Gemeinde,177,Pfäffikon,71,441,16.10
2025-11-27,2014,3,Gemeinde,178,Russikon,41,189,21.70
2025-11-27,2014,3,Gemeinde,179,Sternenberg,NULL,14,NULL
2025-11-27,2014,3,Gemeinde,180,Weisslingen,29,149,19.46
2025-11-27,2014,3,Gemeinde,181,Wila,13,94,13.83
2025-11-27,2014,3,Gemeinde,182,Wildberg,NULL,37,NULL
2025-11-27,2014,3,Gemeinde,191,Dübendorf,113,874,12.93
2025-11-27,2014,3,Gemeinde,192,Egg,96,403,23.82
2025-11-27,2014,3,Gemeinde,193,Fällanden,64,294,21.77
2025-11-27,2014,3,Gemeinde,194,Greifensee,72,235,30.64
2025-11-27,2014,3,Gemeinde,195,Maur,102,395,25.82
2025-11-27,2014,3,Gemeinde,196,Mönchaltorf,31,130,23.85
2025-11-27,2014,3,Gemeinde,197,Schwerzenbach,27,216,12.50
2025-11-27,2014,3,Gemeinde,198,Uster,233,1406,16.58
2025-11-27,2014,3,Gemeinde,199,Volketswil,66,791,8.34
2025-11-27,2014,3,Gemeinde,200,Wangen-Brüttisellen,54,388,13.92
2025-11-27,2014,3,Gemeinde,211,Altikon,NULL,31,NULL
2025-11-27,2014,3,Gemeinde,213,Brütten,22,106,20.75
2025-11-27,2014,3,Gemeinde,214,Dägerlen,NULL,49,NULL
2025-11-27,2014,3,Gemeinde,215,Dättlikon,NULL,37,NULL
2025-11-27,2014,3,Gemeinde,216,Dinhard,16,65,24.62
2025-11-27,2014,3,Gemeinde,217,Elgg,48,181,26.52
2025-11-27,2014,3,Gemeinde,218,Ellikon an der Thur,NULL,41,NULL
2025-11-27,2014,3,Gemeinde,219,Elsau,33,163,20.24
2025-11-27,2014,3,Gemeinde,220,Hagenbuch,6,55,10.91
2025-11-27,2014,3,Gemeinde,221,Hettlingen,53,177,29.94
2025-11-27,2014,3,Gemeinde,222,Hofstetten (ZH),NULL,29,NULL
2025-11-27,2014,3,Gemeinde,223,Neftenbach,48,288,16.66
2025-11-27,2014,3,Gemeinde,224,Pfungen,19,155,12.26
2025-11-27,2014,3,Gemeinde,225,Rickenbach (ZH),10,113,8.85
2025-11-27,2014,3,Gemeinde,226,Schlatt (ZH),NULL,38,NULL
2025-11-27,2014,3,Gemeinde,227,Seuzach,45,319,14.10
2025-11-27,2014,3,Gemeinde,228,Turbenthal,22,217,10.14
2025-11-27,2014,3,Gemeinde,230,Winterthur,834,4181,19.95
2025-11-27,2014,3,Gemeinde,231,Zell (ZH),17,225,7.55
2025-11-27,2014,3,Gemeinde,241,Aesch (ZH),NULL,40,NULL
2025-11-27,2014,3,Gemeinde,242,Birmensdorf (ZH),42,216,19.44
2025-11-27,2014,3,Gemeinde,243,Dietikon,90,1135,7.93
2025-11-27,2014,3,Gemeinde,244,Geroldswil,24,210,11.43
2025-11-27,2014,3,Gemeinde,245,Oberengstringen,25,256,9.77
2025-11-27,2014,3,Gemeinde,246,Oetwil an der Limmat,22,96,22.91
2025-11-27,2014,3,Gemeinde,247,Schlieren,64,734,8.72
2025-11-27,2014,3,Gemeinde,248,Uitikon,50,131,38.16
2025-11-27,2014,3,Gemeinde,249,Unterengstringen,18,121,14.88
2025-11-27,2014,3,Gemeinde,250,Urdorf,68,396,17.17
2025-11-27,2014,3,Gemeinde,251,Weiningen (ZH),32,188,17.02
2025-11-27,2014,3,Gemeinde,261,Zürich,2423,11493,21.08
2025-11-27,2014,3,Gemeinde,291,Andelfingen,24,138,0.17
2025-11-27,2014,3,Gemeinde,292,Stammheim,25,148,0.17
2025-11-27,2014,3,Gemeinde,293,Wädenswil,192,989,0.20
2025-11-27,2014,3,Gemeinde,294,Elgg,53,210,0.25
2025-11-27,2014,3,Gemeinde,295,Horgen,132,810,0.17
2025-11-27,2014,3,Gemeinde,296,Illnau-Effretikon,89,619,0.15
2025-11-27,2014,3,Gemeinde,297,Bauma,28,297,0.10
2025-11-27,2014,3,Gemeinde,298,Wiesendangen,43,298,14.43
2025-11-27,2014,6,Raumplanungsregion,101,Zürich,31499,149409,21.08
2025-11-27,2014,6,Raumplanungsregion,102,Glattal,833,6278,13.27
2025-11-27,2014,6,Raumplanungsregion,103,Furttal,142,1441,9.86
2025-11-27,2014,6,Raumplanungsregion,104,Limmattal,445,3523,12.63
2025-11-27,2014,6,Raumplanungsregion,105,Knonaueramt,488,2310,21.12
2025-11-27,2014,6,Raumplanungsregion,106,Zimmerberg,976,4522,21.58
2025-11-27,2014,6,Raumplanungsregion,107,Pfannenstiel,1384,4234,32.69
2025-11-27,2014,6,Raumplanungsregion,108,Oberland,1124,7339,15.32
2025-11-27,2014,6,Raumplanungsregion,109,Winterthur u.U.,7242,37051,19.55
2025-11-27,2014,6,Raumplanungsregion,110,Weinland,178,1456,12.22
2025-11-27,2014,6,Raumplanungsregion,111,Unterland,604,4908,12.30
2025-11-27,2015,1,Kanton,1,Kanton Zürich,10207,55358,18.44
2025-11-27,2015,2,Bezirk,101,Bezirk Affoltern,486,2298,21.14
2025-11-27,2015,2,Bezirk,102,Bezirk Andelfingen,191,1433,13.33
2025-11-27,2015,2,Bezirk,103,Bezirk Bülach,760,5753,13.21
2025-11-27,2015,2,Bezirk,104,Bezirk Dielsdorf,390,3791,10.29
2025-11-27,2015,2,Bezirk,105,Bezirk Hinwil,654,4198,15.58
2025-11-27,2015,2,Bezirk,106,Bezirk Horgen,1006,4519,22.26
2025-11-27,2015,2,Bezirk,107,Bezirk Meilen,1294,3913,33.07
2025-11-27,2015,2,Bezirk,108,Bezirk Pfäffikon,374,2507,14.92
2025-11-27,2015,2,Bezirk,109,Bezirk Uster,959,5170,18.55
2025-11-27,2015,2,Bezirk,110,Bezirk Winterthur,1283,6797,18.88
2025-11-27,2015,2,Bezirk,111,Bezirk Dietikon,459,3486,13.17
2025-11-27,2015,2,Bezirk,112,Bezirk Zürich,2351,11493,20.45
2025-11-27,2015,3,Gemeinde,1,Aeugst am Albis,32,94,34.04
2025-11-27,2015,3,Gemeinde,2,Affoltern am Albis,84,566,14.84
2025-11-27,2015,3,Gemeinde,3,Bonstetten,73,227,32.16
2025-11-27,2015,3,Gemeinde,4,Hausen am Albis,31,146,21.23
2025-11-27,2015,3,Gemeinde,5,Hedingen,50,205,24.39
2025-11-27,2015,3,Gemeinde,6,Kappel am Albis,NULL,41,NULL
2025-11-27,2015,3,Gemeinde,7,Knonau,7,101,6.93
2025-11-27,2015,3,Gemeinde,8,Maschwanden,NULL,34,NULL
2025-11-27,2015,3,Gemeinde,9,Mettmenstetten,41,214,19.16
2025-11-27,2015,3,Gemeinde,10,Obfelden,37,233,15.88
2025-11-27,2015,3,Gemeinde,11,Ottenbach,20,110,18.18
2025-11-27,2015,3,Gemeinde,12,Rifferswil,NULL,41,NULL
2025-11-27,2015,3,Gemeinde,13,Stallikon,41,119,34.45
2025-11-27,2015,3,Gemeinde,14,Wettswil am Albis,53,167,31.74
2025-11-27,2015,3,Gemeinde,21,Adlikon,NULL,19,NULL
2025-11-27,2015,3,Gemeinde,22,Benken (ZH),NULL,29,NULL
2025-11-27,2015,3,Gemeinde,23,Berg am Irchel,NULL,31,NULL
2025-11-27,2015,3,Gemeinde,24,Buch am Irchel,NULL,49,NULL
2025-11-27,2015,3,Gemeinde,25,Dachsen,22,114,19.30
2025-11-27,2015,3,Gemeinde,26,Dorf,NULL,39,NULL
2025-11-27,2015,3,Gemeinde,27,Feuerthalen,2,137,1.46
2025-11-27,2015,3,Gemeinde,28,Flaach,11,73,15.07
2025-11-27,2015,3,Gemeinde,29,Flurlingen,6,66,9.09
2025-11-27,2015,3,Gemeinde,30,Andelfingen,16,95,16.84
2025-11-27,2015,3,Gemeinde,31,Henggart,17,94,18.09
2025-11-27,2015,3,Gemeinde,32,Humlikon,NULL,32,NULL
2025-11-27,2015,3,Gemeinde,33,Kleinandelfingen,14,98,14.29
2025-11-27,2015,3,Gemeinde,34,Laufen-Uhwiesen,1,62,1.61
2025-11-27,2015,3,Gemeinde,35,Marthalen,14,119,11.76
2025-11-27,2015,3,Gemeinde,36,Oberstammheim,NULL,49,NULL
2025-11-27,2015,3,Gemeinde,37,Ossingen,6,59,10.16
2025-11-27,2015,3,Gemeinde,38,Rheinau,10,71,14.09
2025-11-27,2015,3,Gemeinde,39,Thalheim an der Thur,NULL,36,NULL
2025-11-27,2015,3,Gemeinde,40,Trüllikon,NULL,33,NULL
2025-11-27,2015,3,Gemeinde,41,Truttikon,NULL,23,NULL
2025-11-27,2015,3,Gemeinde,42,Unterstammheim,11,52,21.15
2025-11-27,2015,3,Gemeinde,43,Volken,NULL,12,NULL
2025-11-27,2015,3,Gemeinde,44,Waltalingen,NULL,41,NULL
2025-11-27,2015,3,Gemeinde,51,Bachenbülach,22,173,12.72
2025-11-27,2015,3,Gemeinde,52,Bassersdorf,64,466,13.73
2025-11-27,2015,3,Gemeinde,53,Bülach,127,803,15.81
2025-11-27,2015,3,Gemeinde,54,Dietlikon,20,273,7.33
2025-11-27,2015,3,Gemeinde,55,Eglisau,39,199,19.60
2025-11-27,2015,3,Gemeinde,56,Embrach,45,411,10.95
2025-11-27,2015,3,Gemeinde,57,Freienstein-Teufen,14,106,13.20
2025-11-27,2015,3,Gemeinde,58,Glattfelden,35,230,15.21
2025-11-27,2015,3,Gemeinde,59,Hochfelden,17,94,18.09
2025-11-27,2015,3,Gemeinde,60,Höri,7,148,4.73
2025-11-27,2015,3,Gemeinde,61,Hüntwangen,NULL,47,NULL
2025-11-27,2015,3,Gemeinde,62,Kloten,68,719,9.45
2025-11-27,2015,3,Gemeinde,63,Lufingen,9,76,11.84
2025-11-27,2015,3,Gemeinde,64,Nürensdorf,50,225,22.22
2025-11-27,2015,3,Gemeinde,65,Oberembrach,NULL,46,NULL
2025-11-27,2015,3,Gemeinde,66,Opfikon,48,593,8.09
2025-11-27,2015,3,Gemeinde,67,Rafz,35,219,15.98
2025-11-27,2015,3,Gemeinde,68,Rorbas,14,141,9.93
2025-11-27,2015,3,Gemeinde,69,Wallisellen,80,537,14.90
2025-11-27,2015,3,Gemeinde,70,Wasterkingen,NULL,22,NULL
2025-11-27,2015,3,Gemeinde,71,Wil (ZH),15,61,24.59
2025-11-27,2015,3,Gemeinde,72,Winkel,36,164,21.95
2025-11-27,2015,3,Gemeinde,81,Bachs,NULL,19,NULL
2025-11-27,2015,3,Gemeinde,82,Boppelsen,10,51,19.61
2025-11-27,2015,3,Gemeinde,83,Buchs (ZH),29,282,10.28
2025-11-27,2015,3,Gemeinde,84,Dällikon,11,178,6.18
2025-11-27,2015,3,Gemeinde,85,Dänikon,9,86,10.47
2025-11-27,2015,3,Gemeinde,86,Dielsdorf,19,241,7.88
2025-11-27,2015,3,Gemeinde,87,Hüttikon,NULL,26,NULL
2025-11-27,2015,3,Gemeinde,88,Neerach,18,107,16.82
2025-11-27,2015,3,Gemeinde,89,Niederglatt,25,236,10.59
2025-11-27,2015,3,Gemeinde,90,Niederhasli,48,447,10.74
2025-11-27,2015,3,Gemeinde,91,Niederweningen,26,149,17.45
2025-11-27,2015,3,Gemeinde,92,Oberglatt,23,307,7.49
2025-11-27,2015,3,Gemeinde,93,Oberweningen,13,87,14.94
2025-11-27,2015,3,Gemeinde,94,Otelfingen,20,110,18.18
2025-11-27,2015,3,Gemeinde,95,Regensberg,NULL,7,NULL
2025-11-27,2015,3,Gemeinde,96,Regensdorf,57,732,7.78
2025-11-27,2015,3,Gemeinde,97,Rümlang,31,319,9.71
2025-11-27,2015,3,Gemeinde,98,Schleinikon,6,52,11.54
2025-11-27,2015,3,Gemeinde,99,Schöfflisdorf,8,69,11.59
2025-11-27,2015,3,Gemeinde,100,Stadel,11,89,12.36
2025-11-27,2015,3,Gemeinde,101,Steinmaur,16,138,11.59
2025-11-27,2015,3,Gemeinde,102,Weiach,5,59,8.47
2025-11-27,2015,3,Gemeinde,111,Bäretswil,28,227,12.33
2025-11-27,2015,3,Gemeinde,112,Bubikon,63,298,21.14
2025-11-27,2015,3,Gemeinde,113,Dürnten,54,369,14.63
2025-11-27,2015,3,Gemeinde,114,Fischenthal,6,119,5.04
2025-11-27,2015,3,Gemeinde,115,Gossau (ZH),87,453,19.20
2025-11-27,2015,3,Gemeinde,116,Grüningen,25,136,18.38
2025-11-27,2015,3,Gemeinde,117,Hinwil,77,497,15.49
2025-11-27,2015,3,Gemeinde,118,Rüti (ZH),85,547,15.54
2025-11-27,2015,3,Gemeinde,119,Seegräben,16,52,30.77
2025-11-27,2015,3,Gemeinde,120,Wald (ZH),52,435,11.95
2025-11-27,2015,3,Gemeinde,121,Wetzikon (ZH),161,1065,15.12
2025-11-27,2015,3,Gemeinde,131,Adliswil,115,643,17.88
2025-11-27,2015,3,Gemeinde,132,Hirzel,17,106,16.04
2025-11-27,2015,3,Gemeinde,133,Horgen,125,705,17.73
2025-11-27,2015,3,Gemeinde,134,Hütten,6,60,10.00
2025-11-27,2015,3,Gemeinde,135,Kilchberg (ZH),90,231,38.96
2025-11-27,2015,3,Gemeinde,136,Langnau am Albis,65,296,21.96
2025-11-27,2015,3,Gemeinde,137,Oberrieden,65,193,33.68
2025-11-27,2015,3,Gemeinde,138,Richterswil,107,571,18.74
2025-11-27,2015,3,Gemeinde,139,Rüschlikon,58,205,28.29
2025-11-27,2015,3,Gemeinde,140,Schönenberg (ZH),10,98,10.20
2025-11-27,2015,3,Gemeinde,141,Thalwil,163,554,29.42
2025-11-27,2015,3,Gemeinde,142,Wädenswil,185,857,21.59
2025-11-27,2015,3,Gemeinde,151,Erlenbach (ZH),104,209,49.76
2025-11-27,2015,3,Gemeinde,152,Herrliberg,105,260,40.39
2025-11-27,2015,3,Gemeinde,153,Hombrechtikon,64,357,17.93
2025-11-27,2015,3,Gemeinde,154,Küsnacht (ZH),205,499,41.08
2025-11-27,2015,3,Gemeinde,155,Männedorf,122,411,29.69
2025-11-27,2015,3,Gemeinde,156,Meilen,177,491,36.05
2025-11-27,2015,3,Gemeinde,157,Oetwil am See,22,216,10.18
2025-11-27,2015,3,Gemeinde,158,Stäfa,157,574,27.35
2025-11-27,2015,3,Gemeinde,159,Uetikon am See,90,300,30.00
2025-11-27,2015,3,Gemeinde,160,Zumikon,73,200,36.50
2025-11-27,2015,3,Gemeinde,161,Zollikon,175,396,44.20
2025-11-27,2015,3,Gemeinde,172,Fehraltorf,46,264,17.43
2025-11-27,2015,3,Gemeinde,173,Hittnau,20,198,10.10
2025-11-27,2015,3,Gemeinde,174,Illnau-Effretikon,87,617,14.10
2025-11-27,2015,3,Gemeinde,175,Kyburg,NULL,17,NULL
2025-11-27,2015,3,Gemeinde,176,Lindau,24,249,9.63
2025-11-27,2015,3,Gemeinde,177,Pfäffikon,73,430,16.98
2025-11-27,2015,3,Gemeinde,178,Russikon,42,171,24.56
2025-11-27,2015,3,Gemeinde,180,Weisslingen,34,143,23.78
2025-11-27,2015,3,Gemeinde,181,Wila,16,95,16.84
2025-11-27,2015,3,Gemeinde,182,Wildberg,NULL,38,NULL
2025-11-27,2015,3,Gemeinde,191,Dübendorf,111,906,12.25
2025-11-27,2015,3,Gemeinde,192,Egg,108,401,26.94
2025-11-27,2015,3,Gemeinde,193,Fällanden,67,295,22.71
2025-11-27,2015,3,Gemeinde,194,Greifensee,74,230,32.17
2025-11-27,2015,3,Gemeinde,195,Maur,124,415,29.88
2025-11-27,2015,3,Gemeinde,196,Mönchaltorf,37,129,28.69
2025-11-27,2015,3,Gemeinde,197,Schwerzenbach,38,203,18.72
2025-11-27,2015,3,Gemeinde,198,Uster,262,1389,18.86
2025-11-27,2015,3,Gemeinde,199,Volketswil,84,824,10.20
2025-11-27,2015,3,Gemeinde,200,Wangen-Brüttisellen,54,378,14.29
2025-11-27,2015,3,Gemeinde,211,Altikon,NULL,28,NULL
2025-11-27,2015,3,Gemeinde,213,Brütten,25,112,22.32
2025-11-27,2015,3,Gemeinde,214,Dägerlen,NULL,47,NULL
2025-11-27,2015,3,Gemeinde,215,Dättlikon,NULL,34,NULL
2025-11-27,2015,3,Gemeinde,216,Dinhard,13,62,20.97
2025-11-27,2015,3,Gemeinde,217,Elgg,54,199,27.14
2025-11-27,2015,3,Gemeinde,218,Ellikon an der Thur,NULL,42,NULL
2025-11-27,2015,3,Gemeinde,219,Elsau,34,163,20.86
2025-11-27,2015,3,Gemeinde,220,Hagenbuch,6,52,11.54
2025-11-27,2015,3,Gemeinde,221,Hettlingen,66,176,37.50
2025-11-27,2015,3,Gemeinde,222,Hofstetten (ZH),NULL,26,NULL
2025-11-27,2015,3,Gemeinde,223,Neftenbach,47,263,17.87
2025-11-27,2015,3,Gemeinde,224,Pfungen,18,154,11.69
2025-11-27,2015,3,Gemeinde,225,Rickenbach (ZH),13,104,12.50
2025-11-27,2015,3,Gemeinde,226,Schlatt (ZH),NULL,29,NULL
2025-11-27,2015,3,Gemeinde,227,Seuzach,50,325,15.39
2025-11-27,2015,3,Gemeinde,228,Turbenthal,22,220,10.00
2025-11-27,2015,3,Gemeinde,230,Winterthur,826,4228,19.53
2025-11-27,2015,3,Gemeinde,231,Zell (ZH),19,223,8.52
2025-11-27,2015,3,Gemeinde,241,Aesch (ZH),NULL,43,NULL
2025-11-27,2015,3,Gemeinde,242,Birmensdorf (ZH),49,213,23.01
2025-11-27,2015,3,Gemeinde,243,Dietikon,92,1117,8.24
2025-11-27,2015,3,Gemeinde,244,Geroldswil,26,196,13.27
2025-11-27,2015,3,Gemeinde,245,Oberengstringen,29,257,11.28
2025-11-27,2015,3,Gemeinde,246,Oetwil an der Limmat,23,92,25.00
2025-11-27,2015,3,Gemeinde,247,Schlieren,66,723,9.13
